House,Time,TV,Agg,hour,half_hour,quarter_hour,hour_float,TV_min,TV_max,max_consumption,half_consumption_power,on_threshold,on,Agg_diff,switched_on_tv
1,20.0,11.115,177.798,0,0,1,0.3333333333333333,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,0.9990000000000521,0
1,21.0,11.579,176.97299999999998,0,0,1,0.35,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-0.825000000000017,0
1,22.0,11.007,173.22199999999995,0,0,1,0.36666666666666664,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-3.751000000000033,0
1,23.0,10.647,172.66099999999997,0,0,1,0.38333333333333336,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-0.5609999999999786,0
1,24.0,11.196,171.81799999999998,0,0,1,0.4,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-0.8429999999999893,0
1,25.0,11.061,170.99000000000004,0,0,1,0.4166666666666667,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-0.8279999999999461,0
1,26.0,11.082,169.97699999999998,0,0,1,0.43333333333333335,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-1.013000000000062,0
1,27.0,11.088,167.73600000000005,0,0,1,0.45,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-2.2409999999999286,0
1,28.0,11.286,167.95,0,0,1,0.4666666666666667,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,0.2139999999999418,0
1,29.0,11.434,167.10899999999995,0,0,1,0.48333333333333334,10.533,23.303,12.770000000000001,6.385000000000001,16.918,0,-0.8410000000000366,0
1,30.0,11.137,164.68900000000002,0,1,2,0.5,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,-2.4199999999999307,0
1,31.0,11.062999999999999,166.675,0,1,2,0.5166666666666667,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,1.98599999999999,0
1,32.0,10.818,164.338,0,1,2,0.5333333333333333,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,-2.3370000000000175,0
1,33.0,11.33,164.232,0,1,2,0.55,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,-0.10599999999999454,0
1,34.0,11.359000000000002,93.05,0,1,2,0.5666666666666667,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,-71.182,0
1,35.0,11.137,25.944000000000006,0,1,2,0.5833333333333334,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,-67.106,0
1,36.0,11.355,25.041,0,1,2,0.6,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,-0.9030000000000058,0
1,37.0,11.357999999999999,25.53,0,1,2,0.6166666666666667,10.533,23.303,12.770000000000001,6.385000000000001,16.918,1,0.48900000000000077,0
